runtime_n,compile_time_n,size_n
0.8526493118597827,1.3260948809691158,0.9974769601405794
0.8575014867286398,1.4241116600949288,0.9947683527129998
0.862523512684671,1.3121914408968665,0.9975787448021336
0.8715908134572692,2.1374259652174064,0.9939324800476095
0.8758867916198831,2.0226636642963944,0.9946174870533727
0.8798873624155074,1.9615283892926128,0.9946174870533727
0.8805335965272646,1.8199886875082565,0.9945032536572952
0.8836383020990239,2.164797103277537,0.9936536735530596
0.887993661048264,2.048565196001159,0.9943384884085454
0.8900686803315364,1.5539270704823962,0.993629544237156
0.8936974591909799,1.1963238973613186,0.99826626477226
0.9033983569537146,1.4150507781206647,0.9966117470152467
0.9054146373483362,1.28138621807731,0.9972985979426194
0.9069251285416295,1.3897550510727148,0.9965608722227806
0.9084048655844736,1.2871495063455487,0.9972476906866561
0.9094765867864334,1.3744278042924363,0.9962050417161844
0.9095218768586896,1.1782401441041348,0.9982282178392479
0.9117969316058061,1.3684960578720433,0.9965608722227806
0.9117969316058061,1.3684960578720433,0.9965608722227806
0.9117969316058061,1.3684960578720433,0.9965608722227806
0.9132777972632989,1.2318249052695247,0.997437140234717
0.9138354986547643,1.3585828623354388,0.9969171276255545
0.9165378529186227,1.278439117418112,0.9972476906866561
0.9182859317227023,1.102832043052296,0.998610002970156
0.9184289384460119,1.2558254244777596,0.9961028295620715
0.9191994654040174,1.2331171684901991,0.9972476906866561
0.9221628212695807,1.191858728360726,0.9979222462627142
0.9224409360487316,1.3892706190210709,0.9955695038262418
0.9271490264534088,1.1614982784140813,0.9983426922777365
0.9314512448640239,1.2449426892511033,0.9925654308957688
0.9321568938653061,1.1742790761115096,0.9982789883360672
0.9329128031292238,1.0867983041288247,0.9998714852545952
0.935294561168575,1.1460682432823273,0.9979480170023527
0.9415283749084707,1.2145303129166387,0.9971840566167032
0.9419844020209738,1.142151044683468,0.9978713045722035
0.9419844020209738,1.142151044683468,0.9978713045722035
0.9466870534028665,1.1554792734445163,0.9962425747944974
0.9513012803641188,1.1016850780754948,0.9985972236619847
0.9538880767518539,1.2274493645044853,0.9961536472458921
0.9568203960344683,1.0565839372019772,0.9989159958837255
0.9576514008887398,1.1316369751114945,0.9971201508933457
0.9601789759751812,1.2436641991815856,0.9924894287017675
0.9612257407872137,1.2085276917027639,0.9958983052042707
0.9623312042842779,1.1277885140784918,0.9985462819714733
0.9623312042842779,1.1277885140784918,0.9985462819714733
0.9630495343102121,1.1248219718627421,0.9985590261712094
0.9672118013229568,1.0515783875446703,0.9995024461257149
0.9677277705693061,1.0054906566348174,0.9986867721885394
0.9679535814941331,1.031725711313338,0.9945048701504944
0.9692093461404199,1.47697969762206,0.9924893875703533
0.9728207640954223,1.0582625313790535,0.9941367888625661
0.9747571953104776,0.8856162478950443,1.0031374749703466
0.9790416496778631,0.99081473265605,0.9996044374721487
0.9831960034997521,1.4638301508530784,0.9919577871816261
0.9882542494643813,1.0005229195754166,0.9993112859821192
0.9924091755477202,0.9873562570743051,1.0002805871924703
1.0027171266399482,0.9855383827865392,1.0000000000000002
1.005524741492017,0.9667462090802099,0.9990306987896489
1.0452928688520908,1.1855818698275502,0.9935284856204215
