ConfigName,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),Status
EXP_000_DEFAULT,1,None,N/A,627256,16.944000,15.728052,Success
EXP_000_DEFAULT,2,None,N/A,627256,16.704100,14.269766,Success
EXP_000_DEFAULT,3,None,N/A,627256,16.800500,14.197936,Success
EXP_001_ALL_ON,1,None,All,627256,16.704500,14.150972,Success
EXP_001_ALL_ON,2,None,All,627256,16.901000,14.407465,Success
EXP_001_ALL_ON,3,None,All,627256,16.624500,13.438452,Success
EXP_002_ALL_OFF,1,None,All,631120,17.449700,14.729152,Success
EXP_002_ALL_OFF,2,None,All,631120,17.421800,13.290894,Success
EXP_002_ALL_OFF,3,None,All,631120,17.502800,13.601324,Success
EXP_ABL_001_CopyProp,1,None,CopyProp,627256,16.702400,14.339673,Success
EXP_ABL_001_CopyProp,2,None,CopyProp,627256,16.720600,14.132512,Success
EXP_ABL_001_CopyProp,3,None,CopyProp,627256,16.793700,13.888331,Success
EXP_ABL_002_DataflowConstProp,1,None,DataflowConstProp,627256,16.996600,14.539346,Success
EXP_ABL_002_DataflowConstProp,2,None,DataflowConstProp,627256,16.874800,14.581264,Success
EXP_ABL_002_DataflowConstProp,3,None,DataflowConstProp,627256,16.859700,14.201966,Success
EXP_ABL_003_DeadStoreElimination-final,1,None,DeadStoreElimination-final,627176,17.021900,13.622025,Success
EXP_ABL_003_DeadStoreElimination-final,2,None,DeadStoreElimination-final,627176,16.852800,14.010149,Success
EXP_ABL_003_DeadStoreElimination-final,3,None,DeadStoreElimination-final,627176,17.351200,14.105546,Success
EXP_ABL_004_DeadStoreElimination-initial,1,None,DeadStoreElimination-initial,627256,16.775200,14.513237,Success
EXP_ABL_004_DeadStoreElimination-initial,2,None,DeadStoreElimination-initial,627256,17.000400,14.685765,Success
EXP_ABL_004_DeadStoreElimination-initial,3,None,DeadStoreElimination-initial,627256,16.893900,14.411964,Success
EXP_ABL_005_DestinationPropagation,1,None,DestinationPropagation,627288,16.728900,14.081173,Success
EXP_ABL_005_DestinationPropagation,2,None,DestinationPropagation,627288,16.875600,14.321208,Success
EXP_ABL_005_DestinationPropagation,3,None,DestinationPropagation,627288,16.747400,14.538515,Success
EXP_ABL_006_EarlyOtherwiseBranch,1,None,EarlyOtherwiseBranch,627256,16.712700,15.122094,Success
EXP_ABL_006_EarlyOtherwiseBranch,2,None,EarlyOtherwiseBranch,627256,16.734900,14.147955,Success
EXP_ABL_006_EarlyOtherwiseBranch,3,None,EarlyOtherwiseBranch,627256,17.015400,14.284507,Success
EXP_ABL_007_EnumSizeOpt,1,None,EnumSizeOpt,627256,16.543700,14.024655,Success
EXP_ABL_007_EnumSizeOpt,2,None,EnumSizeOpt,627256,16.879400,14.353205,Success
EXP_ABL_007_EnumSizeOpt,3,None,EnumSizeOpt,627256,17.029900,14.605497,Success
EXP_ABL_008_ForceInline,1,None,ForceInline,627256,16.783100,14.377170,Success
EXP_ABL_008_ForceInline,2,None,ForceInline,627256,16.697100,14.871328,Success
EXP_ABL_008_ForceInline,3,None,ForceInline,627256,17.720600,14.132498,Success
EXP_ABL_009_GVN,1,None,GVN,626416,16.700800,13.948323,Success
EXP_ABL_009_GVN,2,None,GVN,626416,16.765500,15.447294,Success
EXP_ABL_009_GVN,3,None,GVN,626416,16.754600,14.393016,Success
EXP_ABL_010_ImpossiblePredicates,1,None,ImpossiblePredicates,627256,16.715300,14.190067,Success
EXP_ABL_010_ImpossiblePredicates,2,None,ImpossiblePredicates,627256,16.688200,14.239178,Success
EXP_ABL_010_ImpossiblePredicates,3,None,ImpossiblePredicates,627256,16.718700,14.065258,Success
EXP_ABL_011_Inline,1,None,Inline,629968,17.355300,14.388714,Success
