mir_pass,llvm_pass,y00_mean,y10_mean,y01_mean,y11_mean,delta,interaction_ratio,interaction_pct,mir_drop_pct,llvm_drop_pct,joint_drop_pct,ci_low,ci_high,p_value,n_y00,n_y10,n_y01,n_y11,abs_delta,interaction_rank,effect_level,p_adj,significant,crosses_zero,interaction_type
DataflowConstProp,tail-calls,5.954432468107454,7.545304727128002,5.893717249132598,5.48162955142707,0.3092740748669735,1.3624357287281432,36.243572872814326,26.71744565987475,-1.019664246761609,-7.940352320943511,0.1723194424318541,0.4583763645259249,0.000999500249875,30,10,10,10,0.3092740748669735,1,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,licm-promotion,5.954432468107454,7.545304727128002,5.860121352302066,5.452154816060364,0.3089489868504675,1.3619928891842883,36.19928891842885,26.71744565987475,-1.5838808536418614,-8.435357269350874,0.1770490562316472,0.4515318774872445,0.000999500249875,30,10,10,10,0.3089489868504675,2,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,replace-with-vec-lib,5.954432468107454,7.545304727128002,5.876863246502645,5.473438832179211,0.3079056523756658,1.3605726160873466,36.057261608734656,26.71744565987475,-1.3027139365552889,-8.077908994761373,0.1742237963720371,0.4616719564821461,0.000999500249875,30,10,10,10,0.3079056523756658,3,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,whole-program-visibility,5.954432468107454,7.545304727128002,5.898951483165585,5.509631844316787,0.3050663999008487,1.3567150857626225,35.67150857626225,26.71744565987475,-0.9317594118168347,-7.4700758833535215,0.1695363818038824,0.4630986331000184,0.000999500249875,30,10,10,10,0.3050663999008487,4,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,loop-level-heuristics,5.954432468107454,7.545304727128002,5.886784488109064,5.506319390539942,0.3036030930299089,1.3547312470920911,35.47312470920912,26.71744565987475,-1.1360945037284242,-7.525705933649441,0.1654095585169762,0.4669918774314927,0.000999500249875,30,10,10,10,0.3036030930299089,5,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,gep-const-evaluation,5.954432468107454,7.545304727128002,5.870242078694044,5.49456187114263,0.3029266050900245,1.3538150976586087,35.38150976586088,26.71744565987475,-1.4139112310760371,-7.723164204614596,0.1685498884617053,0.4599767995009606,0.000999500249875,30,10,10,10,0.3029266050900245,6,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,nofree-inference,5.954432468107454,7.545304727128002,5.881679163096603,5.512358508026325,0.301639304651575,1.3520734521408455,35.207345214084555,26.71744565987475,-1.221834413279943,-7.424283715516511,0.1719746566290378,0.4527986402016448,0.000999500249875,30,10,10,10,0.301639304651575,7,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,constant-hoisting,5.954432468107454,7.545304727128002,5.87414509671453,5.508205255886015,0.3011112732876719,1.3513597034092564,35.13597034092564,26.71744565987475,-1.348363119792706,-7.494034311606978,0.1690495236492311,0.4525308790204642,0.000999500249875,30,10,10,10,0.3011112732876719,8,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,sample-loader-inlining,5.954432468107454,7.545304727128002,5.908251543427932,5.548865385395332,0.299546053235229,1.34924618259749,34.924618259749,26.71744565987475,-0.7755722300466283,-6.811179484936325,0.1698093839644916,0.4498821597661842,0.000999500249875,30,10,10,10,0.299546053235229,9,extreme,0.002733394423052,True,False,positive_interaction
DataflowConstProp,ifcvt-triangle-false,5.954432468107454,7.545304727128002,5.892435718483628,5.535623763878315,0.2992547769693485,1.3488532364383927,34.88532364383927,26.71744565987475,-1.041186543904682,-7.033562081228084,0.1610354582757304,0.444796318970954,0.000999500249875,30,10,10,10,0.2992547769693485,10,extreme,0.002733394423052,True,False,positive_interaction
