runtime_n,compile_time_n,size_n
0.4479752374820715,1.473683551533927,0.983236287050338
0.45556773532127975,1.3657787191781474,0.9848308385957992
0.4573971256260677,1.3220390934603548,0.9852201215177512
0.469675180145146,1.2330311807593013,0.9862767252867589
0.47392403283266876,1.277063795460073,0.9845920246903548
0.47999059422611223,1.3034720669286801,0.9841648926406663
0.4897332304417162,1.224099215464514,0.9845417974505695
0.492976668538123,1.4410514137906605,0.9836753948965267
0.49485436035996005,1.1707060158198608,0.9856479548540833
0.514853594728276,1.7203569049368383,0.9819325597107944
0.5371188952025397,0.9985251791667807,0.9863020937375313
0.5403057109027735,1.5499311860393,0.9826092965073994
0.5412832047150186,0.9103408505411686,0.9875486556212976
0.5423933808175432,1.1385805365236115,0.9852955104393192
0.5680856074056779,1.141923010983382,0.9848306162590506
0.5707302565659719,1.279376473077715,0.9843909471897696
0.6250034504561761,0.8492260777155614,0.9875486556212976
0.6261748350746494,1.1395024197821304,0.9845919272407692
0.6304991723243142,0.9974537747700162,0.9858489238312609
0.6394120997854478,0.7814206884274574,0.9872209294250793
0.6404559471632134,1.4289809761094334,0.983236287050338
0.6406802290686506,1.41032874417401,0.9832112080107374
0.644221783850161,1.1041332600079596,0.9851951688629773
0.6487095868464403,1.1035876671550178,0.9851700392179399
0.6552119847220341,1.0366151009495055,0.9857232050555069
0.6641571957236854,1.3364401859728599,0.9839390713744484
0.6672874139700442,1.6641171329687001,0.9819075132860288
0.6769746761582556,1.3856543887327533,0.9832990310605889
0.6829548694136842,1.5315025677340695,0.9826092965073994
0.6929364719827132,0.992523679318132,0.9852705943600968
0.6962404360383956,1.3594552341942323,0.9834996364861136
0.705374221924196,0.9469259092847196,0.9860625721013022
0.7156436147676835,1.1128757405194183,0.9844161383508523
0.7278276985876888,1.2897645815308647,0.9835624585559528
0.7302526275014644,0.8824630400234685,0.9872084131520846
0.7343772114609952,0.6872646273394417,0.9926081059406472
0.7344011929839644,0.9255657996732474,0.9867551330903557
0.7521285570774146,1.4606964395007058,0.9826092965073994
0.752534825966471,0.9748554034185689,0.9853210038490773
0.7638301307076687,1.196107504750853,0.9842402580042937
0.7729682851370646,0.939978874823883,0.9859749401890965
0.7950347726022632,1.0677739051583885,0.9852203325042668
0.8074251527230468,1.3276631599074171,0.9832864997033383
0.8937301485755514,1.1398000064421092,0.983700528042527
0.9026279593619123,0.9679737994418904,0.9855219068036857
0.9063641742349415,0.9421559207643626,0.9855721213451692
0.914343077697968,1.3173532288193075,0.983023039699467
0.9357300840528708,1.0205895701738266,0.9849437691708244
0.9378314707120907,0.7404593261425467,0.9883171655843548
0.9397469942561526,0.8955883765221817,0.9866290118928907
0.9511679626545197,0.6892311812518536,0.9920635310200018
0.9524478638265746,0.7615356469792843,0.9868934566459303
0.9572434409669286,0.6664030491860636,0.993291332419779
0.9693403615370056,0.8707967355828444,0.9866919091372872
0.9693587824622336,1.0650802021022039,0.9848179158150623
0.9749933785986316,0.6970610170256906,0.9888974250918977
0.9818498994555261,0.6566204732846668,0.9924559211580751
0.9865951639884079,0.7512600725164299,0.9879266550301626
0.9878056961028007,0.681324693633455,0.9914182300460264
0.9907077396422439,1.1081827093890002,0.9840769008548478
1.0133642994833658,0.6731234883187377,0.9896541088687609
1.0137211899884788,0.9186926839741206,0.9860504443231485
1.0267836909481365,0.6540592304726588,0.988998546075151
1.0419311598708838,0.7406215852892343,0.987359354483808
1.0728265915528692,0.6843735558486972,0.9884183181220405
1.0777433643427228,0.8175386018451855,0.9867297675057655
1.0868523419293181,1.072996252650147,0.9847301325827997
1.1007032360317053,0.7297845632754727,0.9881786980266452
1.119140480196155,0.8309358548673303,0.9865663257585321
1.136530165384945,1.2672128967567169,0.9832488371318655
1.1920645030124974,0.9628156864410051,0.9853334075342711
1.3083931086149654,0.8719163639184578,0.9856981796267736
1.3203629521281386,0.8687825868668152,0.986339748823454
