ConfigName,MIR_Pass,LLVM_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct
EXP_000_ALL_OFF,None,None,3,8.086517,29.738313,15058432.0,0.0,0.0,0.0
EXP_ABL_001_CopyProp,CopyProp,None,3,8.438158,28.971043,15030272.0,4.348485262567295,-2.5800723800304337,-0.1870048621264153
EXP_ABL_002_DataflowConstProp,DataflowConstProp,None,3,8.015377,28.366654,15029760.0,-0.8797359852208281,-4.612430436117883,-0.19040495052871376
EXP_ABL_003_DeadStoreElimination-final,DeadStoreElimination-final,None,3,7.994646,28.397776,15030784.0,-1.1361009937900366,-4.507777559540789,-0.18360477372411682
EXP_ABL_004_DeadStoreElimination-initial,DeadStoreElimination-initial,None,3,8.436322,28.794754,15029760.0,4.325780802785673,-3.1728733233791724,-0.19040495052871376
EXP_ABL_005_DestinationPropagation,DestinationPropagation,None,3,7.95258,30.347863,15027712.0,-1.656300234081007,2.0497127728798827,-0.2040053041379076
EXP_ABL_006_EarlyOtherwiseBranch,EarlyOtherwiseBranch,None,3,7.674466,28.19425,15029760.0,-5.095531240458665,-5.192167423888508,-0.19040495052871376
EXP_ABL_007_EnumSizeOpt,EnumSizeOpt,None,3,7.820804,27.685423,15029760.0,-3.285876972743652,-6.903182436744147,-0.19040495052871376
EXP_ABL_008_ForceInline,ForceInline,None,3,8.318305,28.614462,15029760.0,2.866351483586813,-3.7791350168383855,-0.19040495052871376
EXP_ABL_009_GVN,GVN,None,3,8.109807,27.840495,15034880.0,0.2880102768596092,-6.381727167912992,-0.15640406650572913
EXP_ABL_010_ImpossiblePredicates,ImpossiblePredicates,None,3,8.11493,29.012333,15029760.0,0.3513626447579185,-2.4412279203598395,-0.19040495052871376
EXP_ABL_011_Inline,Inline,None,3,7.876217,32.567783,15056384.0,-2.6006252135499253,9.514561232844637,-0.013600353609193839
EXP_ABL_012_InstSimplify-after-simplifycfg,InstSimplify-after-simplifycfg,None,3,7.996005,27.933004,15027200.0,-1.1192952416967696,-6.070650342539609,-0.20740539254020604
EXP_ABL_013_InstSimplify-before-inline,InstSimplify-before-inline,None,3,7.789796,27.909278,15029760.0,-3.6693300712779138,-6.150432944868127,-0.19040495052871376
EXP_ABL_014_JumpThreading,JumpThreading,None,3,8.369029,27.825549,15032320.0,3.493617833240179,-6.431985566901534,-0.17340450851722145
EXP_ABL_015_MatchBranchSimplification,MatchBranchSimplification,None,3,7.504229,27.720435,15030272.0,-7.200726839503348,-6.785448791261303,-0.1870048621264153
EXP_ABL_016_ReferencePropagation,ReferencePropagation,None,3,7.590011,28.134018,15031296.0,-6.139924024150336,-5.394707493999409,-0.18020468532181838
EXP_ABL_017_ScalarReplacementOfAggregates,ScalarReplacementOfAggregates,None,3,7.919711,28.026582,15029248.0,-2.062766948984343,-5.755978827716287,-0.1938050389310122
EXP_ABL_018_SingleUseConsts,SingleUseConsts,None,3,7.673341,28.400838,15029760.0,-5.10944328689349,-4.497481077692609,-0.19040495052871376
EXP_ABL_019_UnreachableEnumBranching,UnreachableEnumBranching,None,3,7.970674,33.391278,15031296.0,-1.4325450623550386,12.283699482213391,-0.18020468532181838
EXP_ABL_020_UnreachablePropagation,UnreachablePropagation,None,3,7.494994,29.265055,15029760.0,-7.314929282903881,-1.591408362673435,-0.19040495052871376
EXP_000_DEFAULT,None,None,3,7.34226,25.529342,15029760.0,-9.20367817194969,-14.153361692036807,-0.19040495052871376
EXP_ABL_001_disable-binop-extract-shuffle,None,binop-extract-shuffle,3,7.361474,25.158456,15029760.0,-8.966072785106373,-15.400527259229534,-0.19040495052871376
EXP_ABL_002_disable-expand-reductions,None,expand-reductions,3,7.660435,25.541016,15029760.0,-5.269042283593801,-14.114105934657431,-0.19040495052871376
EXP_ABL_003_disable-interleaved-load-combine,None,interleaved-load-combine,3,7.576864,25.488915,15029760.0,-6.302503290353573,-14.289304171356331,-0.19040495052871376
EXP_ABL_004_disable-loop-idiom-vectorize-all,None,loop-idiom-vectorize-all,3,7.550606,25.401734,15029760.0,-6.627216637274125,-14.58246471479401,-0.19040495052871376
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,None,loop-idiom-vectorize-bytecmp,3,7.714988,25.381805,15029760.0,-4.594425511008023,-14.649479276110927,-0.19040495052871376
EXP_ABL_006_disable-promote-alloca-to-vector,None,promote-alloca-to-vector,3,7.688307,25.742274,15029760.0,-4.924369787388075,-13.437342595728289,-0.19040495052871376
EXP_ABL_007_disable-replace-with-vec-lib,None,replace-with-vec-lib,3,7.743632,25.485099,15029760.0,-4.240206259382139,-14.302136103012971,-0.19040495052871376
EXP_ABL_008_disable-vector-combine,None,vector-combine,3,7.526995,25.374612,15029760.0,-6.919196484716476,-14.673666929257227,-0.19040495052871376
EXP_ABL_009_disable-advanced-peeling,None,advanced-peeling,3,7.469305,25.584773,15028736.0,-7.632606225894291,-13.966965779128099,-0.1972051273333107
EXP_ABL_010_disable-lftr,None,lftr,3,7.636868,25.530029,15029248.0,-5.560478015442258,-14.151051540818749,-0.1938050389310122
EXP_ABL_011_disable-licm-promotion,None,licm-promotion,3,7.66071,25.600544,15029760.0,-5.265641561131952,-13.91393318107857,-0.19040495052871376
EXP_ABL_012_disable-loop-level-heuristics,None,loop-level-heuristics,3,7.517523,25.486209,15029760.0,-7.036329732565958,-14.298403544276377,-0.19040495052871376
EXP_ABL_013_disable-lsr,None,lsr,3,7.551993,25.500263,15026688.0,-6.6100646298029195,-14.25114464293923,-0.2108054809425045
EXP_ABL_014_disable-machine-licm,None,machine-licm,3,7.607741,25.462907,14977024.0,-5.920670172337494,-14.376760376420814,-0.5406140559654551
EXP_ABL_015_disable-postra-machine-licm,None,postra-machine-licm,3,7.622863,25.345937,15029760.0,-5.733667535726455,-14.77009136328615,-0.19040495052871376
