ConfigName,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),Status
EXP_000_DEFAULT,1,baseline,None,627256,18.737400,20.180275,Success
EXP_000_DEFAULT,2,baseline,None,627256,18.175400,1.645158,Success
EXP_000_DEFAULT,3,baseline,None,627256,17.990700,0.721158,Success
EXP_001_DISABLE_ALL,1,All,None,632104,20.285600,20.800935,Success
EXP_001_DISABLE_ALL,2,All,None,632104,25.948300,0.814086,Success
EXP_001_DISABLE_ALL,3,All,None,632104,20.021800,0.753000,Success
EXP_ABL_001_disable-binop-extract-shuffle,1,binop-extract-shuffle,None,627256,17.796300,19.016708,Success
EXP_ABL_001_disable-binop-extract-shuffle,2,binop-extract-shuffle,None,627256,17.590300,0.852777,Success
EXP_ABL_001_disable-binop-extract-shuffle,3,binop-extract-shuffle,None,627256,17.711100,0.433020,Success
EXP_ABL_002_disable-expand-reductions,1,expand-reductions,None,627288,17.331100,18.812747,Success
EXP_ABL_002_disable-expand-reductions,2,expand-reductions,None,627288,17.313000,0.708692,Success
EXP_ABL_002_disable-expand-reductions,3,expand-reductions,None,627288,17.369500,0.457091,Success
EXP_ABL_003_disable-interleaved-load-combine,1,interleaved-load-combine,None,627256,17.446800,19.354278,Success
EXP_ABL_003_disable-interleaved-load-combine,2,interleaved-load-combine,None,627256,17.408700,1.042893,Success
EXP_ABL_003_disable-interleaved-load-combine,3,interleaved-load-combine,None,627256,17.831900,0.436295,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,1,loop-idiom-vectorize-all,None,627256,17.355100,18.553750,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,2,loop-idiom-vectorize-all,None,627256,17.483100,0.841177,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,3,loop-idiom-vectorize-all,None,627256,17.047900,0.400014,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,1,loop-idiom-vectorize-bytecmp,None,627256,17.085000,18.153342,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,2,loop-idiom-vectorize-bytecmp,None,627256,16.956100,0.871499,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,3,loop-idiom-vectorize-bytecmp,None,627256,16.897300,0.643449,Success
EXP_ABL_006_disable-promote-alloca-to-vector,1,promote-alloca-to-vector,None,627256,17.134100,17.552503,Success
EXP_ABL_006_disable-promote-alloca-to-vector,2,promote-alloca-to-vector,None,627256,16.785400,1.157766,Success
EXP_ABL_006_disable-promote-alloca-to-vector,3,promote-alloca-to-vector,None,627256,16.669700,0.404672,Success
EXP_ABL_007_disable-replace-with-vec-lib,1,replace-with-vec-lib,None,627256,17.077800,19.590393,Success
EXP_ABL_007_disable-replace-with-vec-lib,2,replace-with-vec-lib,None,627256,16.828000,1.080089,Success
EXP_ABL_007_disable-replace-with-vec-lib,3,replace-with-vec-lib,None,627256,16.642700,0.671977,Success
EXP_ABL_008_disable-vector-combine,1,vector-combine,None,627256,45.115300,18.603377,Success
EXP_ABL_008_disable-vector-combine,2,vector-combine,None,627256,45.507400,0.974776,Success
EXP_ABL_008_disable-vector-combine,3,vector-combine,None,627256,48.148100,0.642731,Success
EXP_ABL_009_disable-advanced-peeling,1,advanced-peeling,None,627008,52.657600,20.199694,Success
EXP_ABL_009_disable-advanced-peeling,2,advanced-peeling,None,627008,52.664600,1.174636,Success
EXP_ABL_009_disable-advanced-peeling,3,advanced-peeling,None,627008,17.712600,0.671859,Success
EXP_ABL_010_disable-lftr,1,lftr,None,626672,17.890500,18.883271,Success
EXP_ABL_010_disable-lftr,2,lftr,None,626672,18.112900,1.025311,Success
EXP_ABL_010_disable-lftr,3,lftr,None,626672,18.025000,0.679900,Success
EXP_ABL_011_disable-licm-promotion,1,licm-promotion,None,625904,17.319900,18.927038,Success
