ConfigName,Mode,LLVM_Pass,MIR_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct,MIR_BB_Last,MIR_BB_Last_delta,MIR_TermBlocks_Last,MIR_TermBlocks_Last_delta,MIR_Goto_Last,MIR_Goto_Last_delta,MIR_SwitchInt_Last,MIR_SwitchInt_Last_delta,MIR_Locals_Last,MIR_Locals_Last_delta,LLVM_BB,LLVM_BB_delta,LLVM_br,LLVM_br_delta,LLVM_switch,LLVM_switch_delta,LICM_Remarks_Passed,LICM_Remarks_Passed_delta,LICM_Remarks_Missed,LICM_Remarks_Missed_delta,HotLoop_SCCSize,HotLoop_SCCSize_delta,HotLoop_Loads,HotLoop_Loads_delta,FactorConst_InHotLoop,FactorConst_InHotLoop_delta,FactorConst_OutHotLoop,FactorConst_OutHotLoop_delta,FactorConst_Total,FactorConst_Total_delta,FactorConst_Hoisted,FactorConst_Hoisted_delta,licm_pass_rate,factor_hoist_rate
EXP_DBL_1611,easy,cgp-store-extract,UnreachablePropagation,3,3.683118,11.092991,417160.0,-35.497351500676174,5502.039723862093,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1612,easy,memop-opt,UnreachablePropagation,3,3.692518,10.257233,417160.0,-35.33272878267104,5079.975961659857,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1609,easy,tail-duplicate,UnreachablePropagation,3,3.85882,11.145218,416824.0,-32.42027269227846,5528.414732068459,-0.08054463515198007,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1627,easy,phi-elim-edge-splitting,UnreachablePropagation,3,3.928733,17.1582,416184.0,-31.195882470587698,8565.01360994258,-0.23396298782242253,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1590,easy,lsr,UnreachablePropagation,3,4.688603,10.823352,415944.0,-17.88823728648522,5365.870102061944,-0.29149487007382735,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1591,easy,machine-licm,UnreachablePropagation,3,4.712395,11.044859,414904.0,-17.471566679381144,5477.732719917987,-0.5407996931632963,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_0930,easy,block-placement,InstSimplify-after-simplifycfg,3,5.123007,12.230726,409208.0,-10.280496095814618,6076.60402894701,-1.9062230319301987,10.0,,8.0,,4.0,,3.0,,35.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1594,easy,block-placement,UnreachablePropagation,3,5.314587,11.562336,409208.0,-6.925344998429073,5739.062302731584,-1.9062230319301987,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_0097,easy,machine-licm,DataflowConstProp,3,5.320055,10.823813,414904.0,-6.829583613104395,5366.102910356181,-0.5407996931632963,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_0096,easy,lsr,DataflowConstProp,3,5.351572,10.571707,415944.0,-6.277624655299297,5238.787578844241,-0.29149487007382735,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_0100,easy,block-placement,DataflowConstProp,3,5.445368,10.893326,409208.0,-4.634970138489736,5401.20747208573,-1.9062230319301987,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_0013,easy,lsr,CopyProp,3,5.936764,10.451053,415944.0,3.9708750888349797,5177.85644666872,-0.29149487007382735,8.0,,7.0,,4.0,,2.0,,35.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
