ConfigName,Mode,LLVM_Pass,MIR_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct,MIR_BB_Last,MIR_BB_Last_delta,MIR_TermBlocks_Last,MIR_TermBlocks_Last_delta,MIR_Goto_Last,MIR_Goto_Last_delta,MIR_SwitchInt_Last,MIR_SwitchInt_Last_delta,MIR_Locals_Last,MIR_Locals_Last_delta,LLVM_BB,LLVM_BB_delta,LLVM_br,LLVM_br_delta,LLVM_switch,LLVM_switch_delta,LICM_Remarks_Passed,LICM_Remarks_Passed_delta,LICM_Remarks_Missed,LICM_Remarks_Missed_delta,HotLoop_SCCSize,HotLoop_SCCSize_delta,HotLoop_Loads,HotLoop_Loads_delta,FactorConst_InHotLoop,FactorConst_InHotLoop_delta,FactorConst_OutHotLoop,FactorConst_OutHotLoop_delta,FactorConst_Total,FactorConst_Total_delta,FactorConst_Hoisted,FactorConst_Hoisted_delta,licm_pass_rate,factor_hoist_rate
EXP_DBL_1609,mir-dependent,tail-duplicate,UnreachablePropagation,3,3.763429,10.840248,416824.0,-34.51320827472153,5062.293262980442,-0.08054463515198007,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1615,mir-dependent,cgp-delete-phis,UnreachablePropagation,3,3.775513,16.273216,417160.0,-34.30293663383013,7649.556405335518,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1610,mir-dependent,cgp-ext-ld-promotion,UnreachablePropagation,3,3.784643,10.782108,417240.0,-34.14406704748964,5034.606098414678,0.019177294083805307,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1655,mir-dependent,partial-inlining,UnreachablePropagation,3,3.784827,13.763615,417160.0,-34.14086529459954,6454.445709060949,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1654,mir-dependent,mr-partial-inlining,UnreachablePropagation,3,3.849129,13.51343,417160.0,-33.02195706449373,6335.303754006162,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1624,mir-dependent,machine-sink,UnreachablePropagation,3,3.850832,14.773934,417704.0,-32.99232344942935,6935.575196796023,0.1304055997698672,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1652,mir-dependent,dfa-sched,UnreachablePropagation,3,3.86041,14.659632,417160.0,-32.8256582908347,6881.1428217668545,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1640,mir-dependent,nofree-inference,UnreachablePropagation,3,3.860518,14.929396,417160.0,-32.823779001094856,7009.608598545638,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1649,mir-dependent,cgp,UnreachablePropagation,3,3.861864,16.65636,424520.0,-32.800357482670506,7832.0154865254835,1.7643110557100439,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1650,mir-dependent,cgp-gc-opts,UnreachablePropagation,3,3.887774,14.234242,417160.0,-32.34950195341728,6678.565543909443,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1657,mir-dependent,peephole,UnreachablePropagation,3,3.893919,14.549047,425960.0,-32.24257384738636,6828.480539456828,2.109502349218517,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1656,mir-dependent,partial-libcall-inlining,UnreachablePropagation,3,3.90225,14.134606,417160.0,-32.09760752495453,6631.11734424184,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1658,mir-dependent,post-ra,UnreachablePropagation,3,3.90513,13.976766,417160.0,-32.047493131892026,6555.951502221545,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1628,mir-dependent,postra-machine-sink,UnreachablePropagation,3,3.922359,15.447151,417208.0,-31.747694215894196,7256.171513745957,0.011506376450287625,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1625,mir-dependent,mergeicmps,UnreachablePropagation,3,3.924067,15.531405,417160.0,-31.717973596675186,7296.294567810694,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1627,mir-dependent,phi-elim-edge-splitting,UnreachablePropagation,3,3.925226,16.183511,416184.0,-31.697806033633714,7606.837501011957,-0.23396298782242253,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1648,mir-dependent,2addr-hack,UnreachablePropagation,3,3.926481,14.486514,417160.0,-31.675967990823494,6798.701360547458,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1612,mir-dependent,memop-opt,UnreachablePropagation,3,3.93999,10.911843,417160.0,-31.440900165864715,5096.387906033173,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1619,mir-dependent,demotion,UnreachablePropagation,3,3.942175,16.217858,417160.0,-31.402879350294732,7623.1940720704415,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1660,mir-dependent,strictnode-mutation,UnreachablePropagation,3,3.944878,13.914435,417160.0,-31.35584490430586,6526.268518827176,0.0,9.0,,7.0,,4.0,,2.0,,41.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,8.0,,5.0,,13.0,,0.0,,0.1324396782841823,0.0
