mir_pass,llvm_pass,y00_mean,y10_mean,y01_mean,y11_mean,delta,interaction_ratio,interaction_pct,mir_drop_pct,llvm_drop_pct,joint_drop_pct,ci_low,ci_high,p_value,n_y00,n_y10,n_y01,n_y11,variant_count,variants_used,abs_delta,interaction_rank,effect_level,p_adj,significant,crosses_zero,interaction_type
Inline,lsr,12.38278487551262,10.109141517946323,13.303772130502873,9.638601852525378,0.1194044755530692,1.1268255995337626,12.68255995337626,-18.36132485885709,7.437642374063502,-22.16127511359708,0.0708993405136008,0.1683448891010308,0.000999500249875,60,20,20,20,2,"A,B",0.1194044755530692,2,extreme,0.001870541617579,True,False,positive_interaction
JumpThreading,peephole,12.38278487551262,13.449163578018862,13.810826334214314,13.524804534063316,0.1035371542198486,1.1090869998617896,10.90869998617896,8.611784127939126,11.53247410060152,9.222639899115736,0.0545715561152256,0.1534294928786109,0.000999500249875,60,20,20,20,2,"A,B",0.1035371542198486,3,extreme,0.001870541617579,True,False,positive_interaction
JumpThreading,postra-machine-sink,12.38278487551262,13.449163578018862,13.745446999284528,13.470364325437998,0.10282532981263,1.1082978055827577,10.829780558275749,8.611784127939126,11.004488388283471,8.782995593148879,0.0526064058105465,0.1522359785641875,0.000999500249875,60,20,20,20,2,"A,B",0.10282532981263,4,extreme,0.001870541617579,True,False,positive_interaction
Inline,peephole,12.38278487551262,10.109141517946323,13.810826334214314,10.179348978998885,0.102224667229029,1.107632292453884,10.763229245388397,-18.36132485885709,11.53247410060152,-17.7943485142111,0.0536685697972694,0.1527269110438973,0.000999500249875,60,20,20,20,2,"A,B",0.102224667229029,5,extreme,0.001870541617579,True,False,positive_interaction
Inline,machine-cse,12.38278487551262,10.109141517946323,13.584563626150036,10.0679864691514,0.0967063110567716,1.101536816927134,10.153681692713402,-18.36132485885709,9.705238060090782,-18.693681830319232,0.048641743891949,0.147218974848768,0.000999500249875,60,20,20,20,2,"A,B",0.0967063110567716,6,extreme,0.001870541617579,True,False,positive_interaction
Inline,postra-machine-sink,12.38278487551262,10.109141517946323,13.745446999284528,10.230162084311262,0.0925001418577469,1.096913297165942,9.691329716594188,-18.36132485885709,11.004488388283471,-17.38399570728426,0.0434612206105634,0.1448896195416524,0.000999500249875,60,20,20,20,2,"A,B",0.0925001418577469,7,extreme,0.001870541617579,True,False,positive_interaction
Inline,machine-sink,12.38278487551262,10.109141517946323,13.82515826661695,10.313520491061542,0.0901672154869299,1.094357261888813,9.435726188881311,-18.36132485885709,11.648214885463082,-16.710815904935238,0.0410861253812403,0.1413491681896073,0.000999500249875,60,20,20,20,2,"A,B",0.0901672154869299,8,extreme,0.001870541617579,True,False,positive_interaction
JumpThreading,machine-sink,12.38278487551262,13.449163578018862,13.82515826661695,13.724955289631543,0.0898839904855752,1.0940473564403892,9.40473564403892,8.611784127939126,11.648214885463082,10.839002919069628,0.0401177578151391,0.1413395049055367,0.000999500249875,60,20,20,20,2,"A,B",0.0898839904855752,9,extreme,0.001870541617579,True,False,positive_interaction
JumpThreading,spill-fusing,12.38278487551262,13.449163578018862,13.638024297509729,13.54935643074292,0.0891324704792349,1.0932254668360633,9.322546683606326,8.611784127939126,10.13697188973528,9.42091433355381,0.0430094823412166,0.13969310043728,0.000999500249875,60,20,20,20,2,"A,B",0.0891324704792349,10,extreme,0.001870541617579,True,False,positive_interaction
Inline,spill-fusing,12.38278487551262,10.109141517946323,13.638024297509729,10.209754073143822,0.0866511744369085,1.0905162134317417,9.051621343174164,-18.36132485885709,10.13697188973528,-17.548805250311993,0.0355842837807892,0.1354505249991784,0.0019990004997501,60,20,20,20,2,"A,B",0.0866511744369085,11,extreme,0.0023959139563792,True,False,positive_interaction
