ConfigName,MIR_Pass,LLVM_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct
EXP_000_ALL_OFF,None,None,10,13.027149,53.289461,173078800.0,0.0,0.0,0.0
EXP_ABL_001_CopyProp,CopyProp,None,10,13.190977,48.902416,173009584.0,1.2575890549804913,-8.2324814657067,-0.03999103298613117
EXP_ABL_002_DataflowConstProp,DataflowConstProp,None,10,13.350206,48.62861,173009216.0,2.479874913536342,-8.746290378129364,-0.04020365290260852
EXP_ABL_003_DeadStoreElimination-final,DeadStoreElimination-final,None,10,13.4109715,48.340787,173009576.0,2.9463277037823152,-9.28640280298576,-0.03999565515822851
EXP_ABL_004_DeadStoreElimination-initial,DeadStoreElimination-initial,None,10,13.2042215,48.350741,173009376.0,1.3592575013918973,-9.267723687428559,-0.04011120946066185
EXP_ABL_005_DestinationPropagation,DestinationPropagation,None,10,13.387391000000001,48.337638,173009192.0,2.765317261666396,-9.292312038960207,-0.04021751941890052
EXP_ABL_006_EarlyOtherwiseBranch,EarlyOtherwiseBranch,None,10,13.255899,48.722594,173009280.0,1.7559482892227591,-8.569925299113088,-0.04016667552582985
EXP_ABL_007_EnumSizeOpt,EnumSizeOpt,None,10,13.141804,49.278952,173009216.0,0.8801235020801623,-7.525895223447663,-0.04020365290260852
EXP_ABL_008_ForceInline,ForceInline,None,10,13.286612,48.889695,173009216.0,1.9917097747174015,-8.256352977561548,-0.04020365290260852
EXP_ABL_009_GVN,GVN,None,10,13.262569,49.807107,173004096.0,1.807149054639657,-6.534789308527629,-0.043161843044902094
EXP_ABL_010_ImpossiblePredicates,ImpossiblePredicates,None,10,13.327024000000002,48.37968,173009216.0,2.3019234676750986,-9.213418390551938,-0.04020365290260852
EXP_ABL_011_Inline,Inline,None,10,13.346342,50.488531,173078960.0,2.4502137804672404,-5.256067423913334,9.244344194667401e-05
EXP_ABL_012_InstSimplify-after-simplifycfg,InstSimplify-after-simplifycfg,None,10,13.4444935,48.264433,173008128.0,3.203651850454773,-9.42968441733724,-0.040832268307845906
EXP_ABL_013_InstSimplify-before-inline,InstSimplify-before-inline,None,10,13.2608015,48.587385,173009264.0,1.7935812356180147,-8.823650890370246,-0.040175919870024515
EXP_ABL_014_JumpThreading,JumpThreading,None,10,13.2656545,48.953606,173011160.0,1.830834206317902,-8.136421195928408,-0.039080465082956435
EXP_ABL_015_MatchBranchSimplification,MatchBranchSimplification,None,10,12.933436,48.964136,173011392.0,-0.7193669159690986,-8.116661191225033,-0.03894642209213375
EXP_ABL_016_ReferencePropagation,ReferencePropagation,None,10,13.330064499999999,48.900221,173007688.0,2.3252631869029763,-8.236600479032807,-0.04108648777319926
EXP_ABL_017_ScalarReplacementOfAggregates,ScalarReplacementOfAggregates,None,10,13.2673705,48.386962,173008792.0,1.8440066970908258,-9.199753399645019,-0.04044862802376721
