ConfigName,MIR_Pass,LLVM_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct
EXP_DBL_0271,DeadStoreElimination-initial,early-ifcvt,10,12.666226,48.848861,173009376.0,-2.7705448060815123,-8.33297976123272,-0.04011120946066185
EXP_DBL_1421,SingleUseConsts,lftr,10,12.6824215,48.946517,173007704.0,-2.6462236672045387,-8.149724013909623,-0.041077243429004595
EXP_ABL_014_disable-machine-licm,None,machine-licm,10,12.7061855,48.523166,172997264.0,-2.463804628318902,-8.944160647449594,-0.04710917801602507
EXP_DBL_0020,CopyProp,cgp-select2branch,10,12.856548,48.398459,173009392.0,-1.309580476894826,-9.178178777225764,-0.04010196511646718
EXP_DBL_1345,ScalarReplacementOfAggregates,block-placement,10,12.8687335,48.430367,172951080.0,-1.2160412074813933,-9.118302022232887,-0.07379297753393252
EXP_DBL_1335,ScalarReplacementOfAggregates,replace-with-vec-lib,10,12.8749665,48.353423,173008792.0,-1.1681949749711187,-9.262690797341717,-0.04044862802376721
EXP_001_DISABLE_ALL,None,None,10,12.878136000000001,44.757968,173182488.0,-1.1438650160522328,-16.009719069967705,0.05990797255354209
EXP_DBL_0545,EnumSizeOpt,machine-sink,10,12.893211,48.029663,173010144.0,-1.0281451451887038,-9.870240571583194,-0.039667480939317816
EXP_DBL_0262,DeadStoreElimination-initial,lsr,10,12.911287999999999,47.278583,173006272.0,-0.8893810917492435,-11.279674981137463,-0.041904612234427326
EXP_DBL_1342,ScalarReplacementOfAggregates,machine-licm,10,12.949910500000001,48.412478,172997320.0,-0.5929040959000178,-9.15187151170473,-0.04707682281134374
EXP_DBL_1341,ScalarReplacementOfAggregates,lsr,10,13.011725,46.742426,173005928.0,-0.11839889142282352,-12.285796998397114,-0.04210336563461267
EXP_DBL_0595,ForceInline,machine-licm,10,13.051349,48.423088,172997264.0,0.18576589551559167,-9.131961383508838,-0.04710917801602507
EXP_DBL_1425,SingleUseConsts,machine-licm,10,13.0954885,48.173887,172997264.0,0.5245929097763482,-9.599597939262328,-0.04710917801602507
EXP_DBL_0345,DestinationPropagation,lsr,10,13.1634235,47.463522,173005832.0,1.0460807656379822,-10.93262887384056,-0.04215883169978068
EXP_DBL_0100,DataflowConstProp,block-placement,10,13.2162805,48.278573,172951280.0,1.4518257218060546,-9.403150090033751,-0.07367742323149919
EXP_DBL_0926,InstSimplify-after-simplifycfg,lsr,10,13.2692955,47.372481,173005232.0,1.8587835296886563,-11.103471284875639,-0.0425054946070807
EXP_DBL_1511,UnreachableEnumBranching,block-placement,10,13.2694035,48.756781,172949776.0,1.8596125675694626,-8.505771901126954,-0.07454639158579791
EXP_DBL_1508,UnreachableEnumBranching,machine-licm,10,13.284421,48.130055,172995840.0,1.9748910525242354,-9.681850600815805,-0.04793192464935047
EXP_ABL_017_disable-block-placement,None,block-placement,10,13.315557,48.047031,172951280.0,2.2138996030520603,-9.837648761356407,-0.07367742323149919
EXP_DBL_1258,ReferencePropagation,lsr,10,13.4557395,47.57834,173005016.0,3.289979257932801,-10.71716788428392,-0.04263029325370871
EXP_DBL_1507,UnreachableEnumBranching,lsr,10,13.461133,47.336142,173005120.0,3.3313812561750895,-11.171663004810652,-0.042570205016443374
EXP_DBL_0681,GVN,block-placement,10,13.497921,51.272127,172946848.0,3.613776122465477,-3.7856153208230143,-0.07623810657342205
EXP_DBL_1262,ReferencePropagation,block-placement,10,13.6245405,48.532301,172950088.0,4.585742436814076,-8.927018421147112,-0.0743661268740019
