mir_pass,llvm_pass,y00_mean,y10_mean,y01_mean,y11_mean,delta,interaction_ratio,interaction_pct,mir_drop_pct,llvm_drop_pct,joint_drop_pct,ci_low,ci_high,p_value,n_y00,n_y10,n_y01,n_y11,variant_count,variants_used,abs_delta,interaction_rank,effect_level,p_adj,significant,crosses_zero,interaction_type
SingleUseConsts,type-promotion,4.737616933369248,4.879257220076867,4.6630751511218005,4.881708346142873,-0.0163613486942374,0.9837717711756502,-1.6228228824349822,2.9896947916996157,-1.5734024784151313,3.041432323468851,-0.0320067632395581,0.0005127878960326,0.0609695152423788,60,20,20,20,2,"easy,mir-dependent",0.0163613486942374,1223,weak,0.075473076288105,False,True,independent
SingleUseConsts,select-optimize,4.737616933369248,4.879257220076867,4.74449760213655,4.807627675798906,0.016240537946494,1.0163731323116558,1.6373132311655825,2.9896947916996157,0.1452348061076636,1.477762837610186,-0.001254069673111,0.0330866806320219,0.0679660169915042,60,20,20,20,2,"easy,mir-dependent",0.016240537946494,1227,weak,0.0835730283006644,False,True,independent
UnreachableEnumBranching,strictnode-mutation,4.737616933369248,4.886331301742042,4.719100338974858,4.791199302793011,0.0157449430908239,1.0158695478130917,1.586954781309169,3.139012091191473,-0.3908419497568149,1.1309983516471611,-3.964328701564748e-05,0.0322615243241801,0.0529735132433783,60,20,20,20,2,"easy,mir-dependent",0.0157449430908239,1239,weak,0.0659685161170352,False,True,independent
ImpossiblePredicates,post-ra,4.737616933369248,4.886951769624699,4.510604334390651,4.726612383292896,-0.0157431080694889,0.984380166898169,-1.5619833101831015,3.152108715325141,-4.791704398463292,-0.2322802841834281,-0.0306074134334716,0.0010201185752604,0.063968015992004,60,20,20,20,2,"easy,mir-dependent",0.0157431080694889,1240,weak,0.0789493728971945,False,True,independent
UnreachablePropagation,phi-elim-edge-splitting,4.737616933369248,4.907962174430047,4.660311455819532,4.755061253635852,0.0151972713484799,1.0153133370921965,1.531333709219651,3.5955891634247283,-1.631737614859008,0.3682087537246081,6.287884648819588e-05,0.0301867631157323,0.0509745127436281,60,20,20,20,2,"easy,mir-dependent",0.0151972713484799,1253,weak,0.0635745237824363,False,True,independent
SingleUseConsts,thinlto-funcattrs,4.737616933369248,4.879257220076867,4.784461315939554,4.853505882214029,0.0151308814641828,1.0152459327947283,1.52459327947283,2.9896947916996157,0.9887752266410476,2.44614434798478,0.0004218120828817,0.0306112159030137,0.0459770114942528,60,20,20,20,2,"easy,mir-dependent",0.0151308814641828,1256,weak,0.0576013879852526,False,True,independent
UnreachablePropagation,peephole,4.737616933369248,4.907962174430047,4.568593034564894,4.662372445903907,0.01500542774565,1.0151185744061926,1.5118574406192575,3.5955891634247283,-3.56769872240702,-1.5882349401311613,-0.000837276104724,0.0297473921943472,0.0669665167416291,60,20,20,20,2,"easy,mir-dependent",0.01500542774565,1259,weak,0.0824050539593064,False,True,independent
UnreachablePropagation,sample-loader-inlining,4.737616933369248,4.907962174430047,4.74914978230885,4.849192054254853,0.0144780717948221,1.0145833867147938,1.4583386714793756,3.5955891634247283,0.2434314361376754,2.355089540898292,-0.0013993524728447,0.0308875835631654,0.0849575212393803,60,20,20,20,2,"easy,mir-dependent",0.0144780717948221,1270,weak,0.103167143567938,False,True,independent
SingleUseConsts,non-allocatable-phys-copy-opt,4.737616933369248,4.879257220076867,4.601778553214992,4.805879831440211,-0.0139385156982,0.9861581756457976,-1.3841824354202448,2.9896947916996157,-2.8672301299305536,1.440869935898692,-0.0296482439127281,0.0008639063279207,0.0719640179910044,60,20,20,20,2,"easy,mir-dependent",0.0139385156982,1282,weak,0.0882928823836418,False,True,independent
UnreachableEnumBranching,cgp,4.737616933369248,4.886331301742042,4.475742901174952,4.552896846200826,0.0138161737749626,1.0139120581801684,1.3912058180168383,3.139012091191473,-5.527547623147711,-3.8990085050429446,-0.0014634220872057,0.0279328681677271,0.0819590204897551,60,20,20,20,2,"easy,mir-dependent",0.0138161737749626,1284,weak,0.1000382161860246,False,True,independent
